584.28,741.93,1178.2,1010.8,697.38,937.2,604.65,562.38,107.16,3053.2,1618.4,142.95,1013.9,1211.3,1588.2,510.81,2233.7,971.17,2224.4,416.47,5524.1,448.98,390.25,317.75,197.89,486.8,1174.8,851.1,356.06,451.54,461.82,411.87,281.77,215.44,165.76,75.803,269.61,253.72,433.52,86.896,113.75,116.04,86.689,111.79,123.36,197.7,249.16,217.81,53.984,101.67,38.677,12.172,11.195,3.2663,61.224,241.63,70.112,11.301,36680,23526,38595,35060,32389,61136,29592,35105,15427,49264,1.9629e+05,18343,25217,1.0733e+05,62823,34775,48860,30904,69956,11138,1.1751e+05,12317,10380,17324,5043.6,18636,27460,22848,8720.1
915.85,920.33,1467.7,1281.5,960.61,592.25,897.55,866.76,178.68,2582.8,1531.6,243.83,1258.1,559.89,1095.7,816.85,2412.8,1243.4,2887.4,471.53,4384,432.37,460.28,415.23,185.59,663.08,1392.7,1041.3,353.29,454.34,464.57,416.42,288.43,221.5,161.45,77.173,268.55,254.19,406.93,80.094,113.87,117.64,87.995,102.77,125.54,208.41,246.36,217.11,53.012,62.469,34.703,8.2701,8.4094,1.9255,64.911,241.25,62.462,8.8082,20213,20462,51117,40358,16824,79167,11668,40519,22111,2.2605e+05,1.6626e+05,22017,1.2431e+05,1.7238e+05,1.2894e+05,10546,1.2017e+05,34461,53843,23364,5.8806e+05,24516,29715,37752,14885,10750,49070,18872,27773
1077.4,884.53,1081.1,1107.2,921.48,866.08,977.95,933,363.06,330.55,1909.3,455.57,731.44,1745,603.32,833.65,1575,1110.4,2370.6,317.48,1677.8,469.35,192.13,527.59,40.715,740.09,935.49,935.62,82.728,457.04,466.61,420.66,295.61,228.72,162.45,80.352,267.87,254.13,384.35,79.014,112.46,121.25,92.111,100.39,128.61,217.91,243.62,217.4,52.659,53.572,31.139,3.8051,5.4973,1.7312,70.158,239.93,54.142,7.9969,16127,20770,43561,32858,22849,22790,14659,26519,17890,1.164e+05,2.2768e+05,21385,1.3046e+05,14414,65270,22145,72460,37192,44702,22399,3.618e+05,53961,29884,26316,10116,31238,41657,11155,24100
1132.5,1032.5,766.35,885.45,713.45,995.33,894.67,893.17,478.66,850.82,2499.5,648.44,1668.8,1815.3,867.01,660.49,1159.5,1038.6,2019.1,380.99,5212.4,921.55,150.22,445.39,80.771,869.21,663.69,832.75,201.31,459.35,467.16,421.61,299.38,234.7,170.33,85.308,270.18,254.96,381.21,92.355,109.32,128.38,99.288,106.4,132.48,218.77,244.6,219.2,54.048,44.345,28.395,2.787,6.5823,1.8266,76.095,239.33,48.408,8.2001,12959,19288,30615,18700,15860,18517,37668,8875.4,41003,34248,74631,15852,52908,1.6613e+05,22605,8204.2,20342,11415,37859,17940,2.0981e+05,49714,20031,1.1646e+05,8448.6,38121,22659,29713,9425.6
1124.8,1205,915.98,710.2,642,872.32,827.3,857.56,740.11,1070.8,2362.6,669.07,1194.5,634.61,922.27,589.52,1085.5,1021.8,2021.2,516.66,3174.3,1330.1,281,743.69,115.71,983.37,666.19,573.17,231.58,460.87,466.56,420.4,300.57,240,179.39,90.993,274.4,257.39,388.35,115.69,105.56,139.14,109.75,112.65,136.77,215.68,249.21,224.09,56.76,62.296,21.443,3.59,9.9753,1.6312,82.678,241.43,44.368,6.9188,12489,9608.7,26174,10334,18471,47417,9905.9,20349,46329,15393,2.9858e+05,30100,1.5243e+05,1.191e+05,54168,13097,41052,38090,2.0363e+05,31479,5.1265e+05,29511,23022,1.329e+05,10089,20729,38988,30498,23787
1019.1,1196.1,1120.7,732.6,763.45,903.08,871.64,858.31,1087.7,1129.9,1796.6,699.32,725.03,1280.2,944.53,659.25,1442.3,1334.5,2888.1,525.83,2227.7,1036.9,367.17,2045.5,196.9,819.73,505.69,380.9,60.471,461.4,465.72,421.1,301.43,245.52,186.83,96.935,277.97,260.58,397.05,139.31,102.23,148.21,115.86,118.04,140.54,214.69,254.83,227.21,59.674,86.493,13.911,4.5613,5.4138,1.7525,89.56,245.03,42.759,5.1739,8367.4,17678,24730,27528,17263,31552,41317,37665,43560,9879.6,3.2432e+05,7484.5,47801,75669,22001,17931,85140,87794,2.924e+05,38533,2.4148e+05,50567,21164,74103,6911.4,77116,39239,22820,20029
942.57,1048.3,1013.6,970.6,916.81,1137,926.36,759,745.14,1058.9,3163.8,704.51,1069.9,678.23,1060.8,608.9,2235.5,2149,5362.1,571.51,4552.5,602.35,308.97,1314.4,239.96,496.52,364.89,579.31,188.83,461.49,465.04,423.72,303.12,251.34,193.4,103.31,280.4,263.56,405.89,140.6,99.783,150.55,118.31,125.92,144.15,215.72,260.88,213.93,61.463,66.023,15.466,6.1059,19.63,3.2565,95.451,246.8,43.853,4.7375,7173.6,31581,15069,17709,11167,38165,18980,26031,66822,24233,2.2495e+05,20570,67110,1.1315e+05,1.1209e+05,47890,93699,88751,1.6914e+05,9541.2,3.4094e+05,32508,33265,2.2654e+05,8871.2,47451,59724,62357,18539
991.58,887.02,937.88,1147,908.28,903.61,1003.5,783.1,352.32,843.11,2689.6,614.08,612.12,947.08,1331.3,577.75,3062.5,2867.2,6870.1,485.15,1246.4,360.66,302.58,952.04,179.3,910.85,814.2,1127.6,235.93,461.7,463.99,424.98,307.09,258.04,200.43,109.8,282.35,265.69,413.87,119.83,98.497,151.52,122.98,134.52,148.77,215.98,268.68,180.86,61.52,29.401,20.113,7.1837,32.352,5.6054,97.773,245.15,45.209,6.1548,3846.9,12795,27022,19307,12942,86606,42712,20944,23140,18049,4.543e+05,13270,43480,21891,2.0534e+05,34484,63261,1.1465e+05,1.3947e+05,41193,4.9513e+05,44182,25326,83037,16977,1.8355e+05,1.0112e+05,24222,13664
1018.5,833.12,1115.6,1093.6,806.1,1037.6,827.92,778.31,360.9,679.29,2625.4,555.39,610.44,871.63,2866.5,666.08,3458.2,3263.6,5784.2,311.9,3876.8,126.9,366.9,1781.4,43.216,1944.7,1814.9,1005.1,260.12,462.1,461.89,425.13,312.24,265.5,206.98,116.45,284.32,267.43,419.64,114.18,97.699,155.69,130.08,138.08,153.64,214.95,275.99,149.29,62.01,23.964,23.624,6.1213,22.952,7.2789,99.667,240.29,46.06,7.6166,13326,28343,13911,10106,9834,1.8496e+05,35257,32433,43798,12882,2.3349e+05,14699,15190,62866,1.9524e+05,30683,45001,1.4056e+05,3.3826e+05,40347,45886,49692,26186,97280,24739,2.2291e+05,1.0471e+05,2.1642e+05,12600
1006.8,916.08,1206.8,1026.6,788.76,2751.8,762.91,786.92,672.79,594.86,4192.5,542.15,601.35,351.92,4632.9,598.66,3457.5,3745.4,3351,168.14,3441.5,574.33,307.57,823.24,225.12,3992,2823.2,1176.1,153.87,462.77,459.62,426.81,315.81,272.37,216.74,122.71,286.93,270.4,423.84,137.08,96.186,161.76,135.95,132.4,157.12,213.88,276.62,136.74,64.356,48.365,23.168,4.1233,6.6646,7.3016,111.43,232.04,47.486,8.6698,15928,26932,32275,14959,24935,79677,21668,18900,35801,40392,3.4636e+05,10360,13621,49235,2.0874e+05,42319,45885,1.0257e+05,3.0127e+05,75908,4.6228e+05,25428,16485,84663,18871,75566,81632,2.7475e+05,16554
