-41.178999999999995,-595.90198,1692.7629399999996,-43.56584,-699.75085,1612.23206,-72.88781,-519.57898,1665.29236,-275.27417,-450.10229,1431.77271,-169.03711,-282.20297,1276.19287,-373.65784,-481.37653,1078.55725,-305.87958,-704.62708,993.28906,117.51281000000002,-465.164,1426.48438,191.91748,-504.80606,1096.31335,40.17758,-662.03333,927.2774,-252.09557,-489.63269,1005.91461,42.85852,-544.78436,981.23523,-78.02701,-301.5637200000001,1009.96893,-297.28333,-461.0097,761.95673,-297.8768,-434.13187,522.37469,-321.18042,-387.78162,395.86337,-251.55434,-431.71524000000005,80.55079,-268.21402,-367.90018,37.38416,-349.60208,-541.44641,42.24035,101.17838,-480.78049,648.24054,86.59088,-456.87479,501.00836,126.83984,-421.15207,261.88797,114.75755,-407.47302,90.15324,60.3996,-365.53168,39.78115,96.15858,-560.17621,44.46458,-167.36835,-468.93246,496.26944,-332.64722,-404.28647,79.52394,-48.93156,-440.56961,495.65576,25.84355,-416.73813,83.15168
-41.36945,-595.47668,1693.03088,-43.34809,-699.82245,1612.97791,-72.7167,-519.08417,1665.45703,-275.06024,-449.76624,1432.14417,-168.71971000000005,-282.15814,1276.25037,-374.65839,-480.25858,1079.39282,-307.60413,-703.82391,994.4361,117.78698,-465.49533,1426.23975,193.1776,-503.66852,1096.05151,41.04477,-661.24835,928.02545,-252.12614,-489.57086,1005.95343,42.79277,-545.03162,981.26111,-77.76265,-301.68054,1009.93982,-297.25189,-460.87939000000006,761.9678299999998,-297.57047,-434.22958,522.2551900000002,-321.15186,-387.76968,395.88251,-251.55151,-431.72122,80.57449,-268.2153,-367.93253,37.41821,-349.6226200000001,-541.42963,42.2322,100.88703,-481.01593,648.1202400000002,86.60781999999998,-456.95862,501.0311,126.86497,-421.17801,261.87436,114.76978,-407.46527,90.15665,60.43196,-365.46796,39.81611,96.17174,-560.23779,44.44965,-167.3976,-469.00342,496.23608,-332.62085,-404.26563,79.53967,-48.8723,-440.52979000000005,495.65805,25.8674,-416.78732,83.13841
-41.21411,-594.9856,1693.29004,-43.38697,-699.81146,1613.72437,-72.53801999999997,-518.5499900000002,1665.58704,-274.80585,-449.4158,1432.56335,-168.3098,-282.1482200000001,1276.31885,-375.33807,-478.95212,1080.0282,-309.22516,-702.9855299999998,995.6698,118.0166,-465.97049,1426.04541,194.14003,-502.27155,1095.70581,41.90277,-660.39581,928.95947,-252.18388,-489.45886,1005.91418,42.68734,-545.25049,981.22522,-77.56433,-301.81525,1009.94287,-297.21564,-460.77475,761.98004,-297.53329,-434.21271,522.2557400000002,-321.1109,-387.74496,395.89026,-251.54819,-431.72726,80.55292,-268.23883,-367.90454,37.40879,-349.60614,-541.41766,42.20449,100.9066,-481.2276,648.08032,86.37258,-457.10303,501.01392,126.88794,-421.28693,261.82993,114.77327,-407.40985,90.16718,60.42734,-365.54639,39.82521,96.16567,-560.20135,44.4381,-167.40398000000005,-468.95883,496.23853,-332.58865,-404.29135,79.51065,-48.88998,-440.47009,495.67172,25.83771,-416.77649,83.16452
-41.29021,-594.49255,1693.74536,-43.87001,-699.28656,1614.31641,-72.31854,-518.08252,1665.7688,-274.57062,-449.14655,1432.93298,-167.9081,-282.12561,1276.43298,-375.95822,-477.59491,1080.55554,-310.81024,-702.11603,996.90839,118.2813,-466.46423,1425.90601,195.24203,-500.94766,1095.50781,42.50754000000001,-659.55261,930.03033,-252.17607,-489.3316,1005.91748,42.56419,-545.45575,981.2475,-77.29965,-301.92026,1009.94263,-296.98001,-460.56778,761.96173,-297.82355,-434.03598,522.37769,-321.08514,-387.74966,395.88171,-251.13997,-431.95282,80.42655,-268.20535,-367.91022,37.41227,-349.58691,-541.46906,42.18113,100.9323,-481.38785,648.1190799999998,86.65091,-457.19226,500.978,126.87543,-421.336,261.83444,114.79298,-407.44122,90.14261,60.43528000000001,-365.52048,39.82431,96.17442,-560.2231400000002,44.44035,-167.4048,-469.06564,496.24173,-332.63531,-404.26886,79.52790999999998,-48.89243,-440.57446,495.64612,25.84323,-416.74982,83.15713000000002
-41.26402,-594.02454,1694.12073,-44.18497,-699.01715,1615.02881,-72.10713,-517.58405,1665.90979,-274.34378,-448.88953,1433.3042,-167.58643999999995,-282.09061,1276.56335,-376.46616,-476.22775,1081.1413599999996,-312.29422,-701.23639,998.19427,118.53842,-466.97949000000006,1425.76025,196.63396,-499.60382,1095.45166,43.06628,-658.48737,931.39392,-252.25742,-489.15903,1005.93384,42.46411,-545.61676,981.26807,-77.08424000000002,-302.03268,1009.94049,-297.25128,-460.50674,762.0119599999998,-297.8042,-434.00314,522.40338,-321.05469,-387.74219,395.87973,-251.12283,-431.97638,80.40356,-268.19748,-367.92542,37.4053,-349.61227,-541.42505,42.20852,100.85441,-481.58102,648.0445599999998,86.2129,-457.29285,500.95422,126.90354,-421.42554,261.83881,114.75793,-407.46075,90.14565,60.40593000000001,-365.53635,39.80698,96.1983,-560.2064799999998,44.41684,-167.3875,-469.19223,496.27866,-332.62848,-404.26044,79.57544,-48.90847,-440.54404000000005,495.65225,25.87105,-416.73459,83.15868
-41.23794,-593.5462,1694.47791,-44.48551,-698.90863,1615.71545,-71.85280999999998,-517.10632,1666.06299,-274.15015,-448.63791,1433.73059,-167.25127,-282.11996,1276.65564,-376.87332,-474.81903,1081.65161,-313.7476200000001,-700.32648,999.54382,118.75558999999998,-467.44525,1425.64368,198.00681,-498.26956,1095.37097,43.2819,-657.24847,933.02832,-251.46785,-489.2601,1005.94348,42.30291,-545.80084,981.25299,-76.85921,-302.13931,1009.93506,-297.27792,-460.32153,762.04089,-297.8339200000001,-433.97198,522.38849,-321.04181,-387.74512,395.86508,-251.11182,-431.98169,80.40581999999998,-268.17136,-367.92719,37.41076,-349.61432,-541.45709,42.20227,100.86139,-481.81281,648.0133099999998,86.18930999999998,-457.54025,500.9556,126.91813,-421.53253,261.84351000000004,114.80486,-407.50296,90.14233,60.44328,-365.53278,39.82417,96.14518,-560.17297,44.43237,-167.47404,-469.14987,496.18982,-332.6102,-404.23605,79.54404,-48.91105,-440.63971,495.66074,25.85123,-416.72501,83.1855
-41.21827,-593.06738,1694.8454600000002,-44.966,-698.59503,1616.44678,-71.60011999999998,-516.6096200000002,1666.20447,-273.96899,-448.4072,1434.14294,-166.90967,-282.08026,1276.76001,-377.27985,-473.36804000000006,1082.08984,-314.98737,-699.3703,1000.93311,118.9804,-467.95798,1425.59705,199.19249,-496.96133,1095.34949,43.24931,-655.80444,934.87061,-251.56061,-489.01584,1005.96332,42.04426,-546.1652799999998,981.28217,-76.6284,-302.23602,1009.97534,-297.29559,-460.14981,762.03357,-297.845,-433.91782,522.41864,-321.08521,-387.73587,395.87506,-251.53072000000003,-431.75235,80.55395,-268.17365,-367.93365,37.42034,-349.62543,-541.4681400000002,42.1885,100.71449,-482.10132,647.99768,86.18366,-457.62894000000006,500.9469,126.90263,-421.60562,261.85092000000003,114.80405,-407.53833,90.15519,60.45641,-365.54688,39.81111,96.15496,-560.20728,44.41898,-167.50543000000005,-469.2189,496.22675,-332.53888,-404.30981,79.48026,-48.95022,-440.70419,495.66531,25.84365,-416.74722,83.16173
-41.07786,-592.58405,1695.13269,-45.75441,-698.01202,1617.04639,-71.31414000000002,-516.1554,1666.39307,-273.79703,-448.21475,1434.49988,-166.61378,-282.12881,1276.8822,-377.56815,-471.90778,1082.5374800000004,-316.23843,-698.50958,1002.32166,119.18,-468.50693,1425.60388,200.77792,-495.87732,1095.5094,42.99953,-654.3269,936.83563,-251.62347000000003,-488.82736,1005.98602,41.92001,-546.33514,981.2583,-76.45947,-302.32346,1010.00714,-297.39203,-459.95349,762.0579799999998,-297.87048,-433.8898,522.41882,-321.08862,-387.72583,395.86234,-251.1118,-431.99841,80.44358000000003,-268.16522000000003,-367.96359,37.42651,-349.62088,-541.4613,42.18678,100.67563,-482.30994,648.02679,86.55331,-457.73819,501.02072,126.87639,-421.67874000000006,261.83371,114.79636,-407.54559,90.1925,60.43524,-365.52081,39.8601,96.12852,-560.26624,44.39333,-167.53455,-469.39841,496.30588,-332.54962,-404.33551,79.50571,-48.98647,-440.86288,495.64523,25.83278,-416.75388,83.12456999999998
-41.05706,-592.12036,1695.55481,-45.5954,-698.26318,1618.19202,-71.02728,-515.65118,1666.56177,-273.65189,-448.0657,1434.7948,-166.27868999999995,-282.11792,1277.01599,-377.76248,-470.45804,1082.95691,-317.37527,-697.59363,1003.69934,119.36901,-469.02045,1425.63916,201.86777,-494.7709,1095.6344,42.60017,-652.66962,938.96716,-252.47977000000003,-488.31949,1006.04443,41.62376,-546.63287,981.2373,-76.25185,-302.3857700000001,1010.05304,-297.45724,-459.73471,762.08087,-297.92853,-433.85507,522.4323099999998,-321.10001,-387.72852,395.8512,-251.57344,-431.82718,80.59376999999998,-268.18567,-367.96884,37.42121,-349.60757,-541.4717400000002,42.16472,100.77918,-482.53586,648.07098,86.07939,-457.93378,500.9332,126.86133999999998,-421.77539,261.86551000000003,114.80743,-407.65408,90.17974,60.43079,-365.5694,39.83349000000001,96.13566,-560.26501,44.40544000000001,-167.4257,-469.3916,496.07483,-332.58035,-404.32568,79.54679,-49.02621,-440.97623,495.63455,25.821720000000006,-416.79617,83.13332
-41.08224000000001,-591.6496599999998,1696.00464,-45.98573,-698.01617,1618.92651,-70.77076,-515.19739,1666.71411,-273.52155,-447.8989,1435.12512,-165.90739,-282.1672700000001,1277.1268300000004,-377.98901,-469.06674,1083.39966,-318.42114,-696.7830799999998,1005.0733,119.50854,-469.5307,1425.6897,203.16425,-493.87189000000006,1095.82898,41.94408,-650.95569,941.23877,-252.53279,-488.11951,1006.05017,41.4161,-546.8845200000002,981.17017,-76.07451999999998,-302.43289,1010.12421,-297.31265,-459.39441,762.08826,-297.95111,-433.78745,522.41797,-321.12061,-387.70966,395.85291,-251.18352,-432.03488,80.40658,-268.14923,-367.96463,37.4304,-349.64951,-541.44733,42.19062,100.38042,-482.7926,647.95374,86.0005,-458.06024,500.96649,126.83329,-421.83954000000006,261.8558,114.74978,-407.59567,90.17171,60.43724,-365.57031,39.85941,96.09631,-560.2404799999998,44.38126,-167.52592,-469.45654,496.08731,-332.5859700000001,-404.35431,79.49958000000002,-49.10457,-441.03897,495.60501,25.80862,-416.78967,83.11089
